Clasificación,Entidad,Nombre del sitio,Dominio,Sitio activo,CMS,IP servidor,Certificado de seguridad,Estatus proyecto,Comentarios
AG,NO IDENTIFICADO,CGEDC,cgedc.cultura.udg.mx,No,Eliminado,NA,Eliminado,NA,Página Inaccesible
AG,NO IDENTIFICADO,,cursoswebcgsait.udg.mx,No,Eliminado,NA,Eliminado,NA,Página Inaccesible
AG,NO IDENTIFICADO,RG,www.tusprioridades.udg.mx,No,,,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,CUCEA,qacucea.cgti.udg.mx,No,,148.202.34.76,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,,hostd7.udgcloud.udg.mx,No,,148.202.34.76,No tiene,,Página Inaccesible
AG,SIUBI,,www.coloquiobibliotecarios2018.udg.mx,No,,,No tiene,Solicitud de baja,Ticket 39412
AG,SIUBI,,www.coloquiobibliotecarios2019.udg.mx,No,,,No tiene,Solicitud de baja,Ticket 39412
AG,NO IDENTIFICADO,,hosting.udgcloud.udg.mx,No,,148.202.34.76,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,,76-248.servers.udg.mx,No,Eliminado,NA,Eliminado,NA,Página Inaccesible
AG,NO IDENTIFICADO,CGTA,webhosting.cgti.udg.mx,No,,148.202.34.76,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,VAAI,www.c2013.evaluacionpnpc.udg.mx,No,,148.202.34.76,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,CGTA,www.icpc2018.udg.mx,No,,148.202.248.67,No tiene,,Página Inaccesible
AG,SIUBI,,www.coloquiobibliotecarios2017.udg.mx,No,,,No tiene,Solicitud de baja,Ticket 39412
AG,NO IDENTIFICADO,VAAD,www.sostenible.udg.mx,No,,148.202.248.67,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,CUTONALA,www.acaton.cutonala.udg.mx,No,Eliminado,NA,Eliminado,NA,Página Inaccesible
AG,NO IDENTIFICADO,CUAAD,qacuaad.cgti.udg.mx,No,,148.202.248.78,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,CGV,redalumni.cgci.udg.mx,No,,148.202.248.67,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,CGTA,isum.udg.mx,No,Eliminado,NA,Eliminado,NA,Página Inaccesible
AG,NO IDENTIFICADO,,dev.contingente.udg.mx,No,,148.202.248.67,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,,www.clad2018.udg.mx,No,,148.202.248.67,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,CUTONALA,ciaya5.udg.mx,No,,148.202.248.67,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,CGAI,compostela2019.udg.mx,No,,148.202.248.67,No tiene,,Página Inaccesible
